Date,month,day,year,Time,Site ,Tow,Depth_m,DO_mgL,Temp_C
7/20/2021,7,20,2021,12:09:51,CH712,S,4.84,9.57,24.074
7/20/2021,7,20,2021,12:09:52,CH712,S,4.913,9.57,24.072
7/20/2021,7,20,2021,12:09:53,CH712,S,4.988,9.57,24.07
7/20/2021,7,20,2021,12:09:54,CH712,S,5.058,9.57,24.068
7/20/2021,7,20,2021,12:09:55,CH712,S,5.11,9.57,24.066
7/20/2021,7,20,2021,12:09:56,CH712,S,5.169,9.56,24.062
7/20/2021,7,20,2021,12:09:57,CH712,S,5.224,9.56,24.058
7/20/2021,7,20,2021,12:09:58,CH712,S,5.286,9.56,24.052
7/20/2021,7,20,2021,12:09:59,CH712,S,5.328,9.56,24.045
7/20/2021,7,20,2021,12:10:00,CH712,S,5.371,9.55,24.036
7/20/2021,7,20,2021,12:10:01,CH712,S,5.403,9.55,24.029
7/20/2021,7,20,2021,12:10:02,CH712,S,5.431,9.55,24.022
7/20/2021,7,20,2021,12:10:03,CH712,S,6.309,9.55,24.014
7/20/2021,7,20,2021,12:10:04,CH712,S,5.93,9.55,24.002
7/20/2021,7,20,2021,12:10:05,CH712,S,6.404,9.56,23.992
7/20/2021,7,20,2021,12:10:06,CH712,S,6.446,9.56,23.979
7/20/2021,7,20,2021,12:10:07,CH712,S,6.269,9.56,23.96
7/20/2021,7,20,2021,12:10:08,CH712,S,6.27,9.56,23.954
7/20/2021,7,20,2021,12:10:09,CH712,S,6.27,9.56,23.944
7/20/2021,7,20,2021,12:10:10,CH712,S,6.255,9.57,23.933
7/20/2021,7,20,2021,12:10:11,CH712,S,6.295,9.57,23.924
7/20/2021,7,20,2021,12:10:12,CH712,S,6.345,9.57,23.908
7/20/2021,7,20,2021,12:10:13,CH712,S,6.392,9.57,23.893
7/20/2021,7,20,2021,12:10:14,CH712,S,6.459,9.57,23.872
7/20/2021,7,20,2021,12:10:15,CH712,S,6.518,9.58,23.851
7/20/2021,7,20,2021,12:10:16,CH712,S,6.577,9.58,23.829
7/20/2021,7,20,2021,12:10:17,CH712,S,7.37,9.59,23.811
7/20/2021,7,20,2021,12:10:18,CH712,S,7.397,9.59,23.787
7/20/2021,7,20,2021,12:10:19,CH712,S,7.6,9.6,23.767
7/20/2021,7,20,2021,12:10:20,CH712,S,7.723,9.6,23.744
7/20/2021,7,20,2021,12:10:21,CH712,S,7.758,9.61,23.723
7/20/2021,7,20,2021,12:10:22,CH712,S,7.795,9.61,23.697
7/20/2021,7,20,2021,12:10:23,CH712,S,7.822,9.6,23.674
7/20/2021,7,20,2021,12:10:24,CH712,S,7.864,9.6,23.649
7/20/2021,7,20,2021,12:10:25,CH712,S,7.945,9.59,23.63
7/20/2021,7,20,2021,12:10:26,CH712,S,7.956,9.58,23.614
7/20/2021,7,20,2021,12:10:27,CH712,S,7.998,9.26,23.602
7/20/2021,7,20,2021,12:10:28,CH712,S,8.016,9.19,23.588
7/20/2021,7,20,2021,12:10:29,CH712,S,8.036,9.15,23.579
7/20/2021,7,20,2021,12:10:30,CH712,S,8.031,9.1,23.57
7/20/2021,7,20,2021,12:10:31,CH712,S,8.028,9.1,23.563
7/20/2021,7,20,2021,12:10:32,CH712,S,8.036,9.09,23.558
7/20/2021,7,20,2021,12:10:33,CH712,S,8.051,9.08,23.554
7/20/2021,7,20,2021,12:10:34,CH712,S,8.058,9.07,23.55
7/20/2021,7,20,2021,12:10:35,CH712,S,8.068,9.06,23.546
7/20/2021,7,20,2021,12:10:36,CH712,S,8.076,9.05,23.544
7/20/2021,7,20,2021,12:10:37,CH712,S,8.087,9.04,23.542
7/20/2021,7,20,2021,12:10:38,CH712,S,8.1,9.03,23.541
7/20/2021,7,20,2021,12:10:39,CH712,S,8.106,9.03,23.539
7/20/2021,7,20,2021,12:10:40,CH712,S,8.118,9.01,23.537
7/20/2021,7,20,2021,12:10:41,CH712,S,8.138,9,23.535
7/20/2021,7,20,2021,12:10:42,CH712,S,8.151,8.99,23.534
7/20/2021,7,20,2021,12:10:43,CH712,S,8.167,8.97,23.532
7/20/2021,7,20,2021,12:10:44,CH712,S,8.188,8.61,23.529
7/20/2021,7,20,2021,12:10:45,CH712,S,8.202,8.56,23.527
7/20/2021,7,20,2021,12:10:46,CH712,S,8.912,8.5,23.525
7/20/2021,7,20,2021,12:10:47,CH712,S,8.998,8.47,23.522
7/20/2021,7,20,2021,12:10:48,CH712,S,9.157,8.44,23.52
7/20/2021,7,20,2021,12:10:49,CH712,S,8.988,8.41,23.517
7/20/2021,7,20,2021,12:10:50,CH712,S,9.009,8.38,23.514
7/20/2021,7,20,2021,12:10:51,CH712,S,9.018,8.36,23.513
7/20/2021,7,20,2021,12:10:52,CH712,S,9.058,8.34,23.511
7/20/2021,7,20,2021,12:10:53,CH712,S,9.093,8.32,23.509
7/20/2021,7,20,2021,12:10:54,CH712,S,9.111,8.3,23.507
7/20/2021,7,20,2021,12:10:55,CH712,S,9.087,8.28,23.506
7/20/2021,7,20,2021,12:10:56,CH712,S,9.071,8.26,23.505
7/20/2021,7,20,2021,12:10:57,CH712,S,9.065,8.25,23.505
7/20/2021,7,20,2021,12:10:58,CH712,S,9.046,8.24,23.504
7/20/2021,7,20,2021,12:10:59,CH712,S,9.048,8.23,23.503
7/20/2021,7,20,2021,12:11:00,CH712,S,9.04,8.21,23.503
7/20/2021,7,20,2021,12:11:01,CH712,S,9.041,8.19,23.502
7/20/2021,7,20,2021,12:11:02,CH712,S,9.039,8.17,23.502
7/20/2021,7,20,2021,12:11:03,CH712,S,9.036,8.15,23.502
7/20/2021,7,20,2021,12:11:04,CH712,S,9.048,8.13,23.501
7/20/2021,7,20,2021,12:11:05,CH712,S,9.055,8.11,23.501
7/20/2021,7,20,2021,12:11:06,CH712,S,9.065,8.1,23.501
7/20/2021,7,20,2021,12:11:07,CH712,S,9.077,8.09,23.5
7/20/2021,7,20,2021,12:11:08,CH712,S,9.081,8.07,23.5
7/20/2021,7,20,2021,12:11:09,CH712,S,9.092,8.06,23.499
7/20/2021,7,20,2021,12:11:10,CH712,S,9.092,8.05,23.499
7/20/2021,7,20,2021,12:11:11,CH712,S,9.093,8.04,23.499
7/20/2021,7,20,2021,12:11:12,CH712,S,9.099,8.03,23.499
7/20/2021,7,20,2021,12:11:13,CH712,S,9.093,8.02,23.499
7/20/2021,7,20,2021,12:11:14,CH712,S,9.097,8.01,23.499
7/20/2021,7,20,2021,12:11:15,CH712,S,9.098,8,23.498
7/20/2021,7,20,2021,12:11:16,CH712,S,9.095,8,23.499
7/20/2021,7,20,2021,12:11:17,CH712,S,9.099,7.99,23.499
7/20/2021,7,20,2021,12:11:18,CH712,S,9.102,7.99,23.5
7/20/2021,7,20,2021,12:11:19,CH712,S,9.106,8,23.501
7/20/2021,7,20,2021,12:11:20,CH712,S,9.112,8,23.502
7/20/2021,7,20,2021,12:11:21,CH712,S,9.119,8.01,23.503
7/20/2021,7,20,2021,12:11:22,CH712,S,9.125,8.01,23.503
7/20/2021,7,20,2021,12:11:23,CH712,S,9.131,8.02,23.503
7/20/2021,7,20,2021,12:11:24,CH712,S,9.136,8.02,23.503
7/20/2021,7,20,2021,12:11:25,CH712,S,9.143,8.02,23.503
7/20/2021,7,20,2021,12:11:26,CH712,S,9.15,8.02,23.503
7/20/2021,7,20,2021,12:11:27,CH712,S,9.153,8.02,23.503
7/20/2021,7,20,2021,12:11:28,CH712,S,9.165,8.01,23.503
7/20/2021,7,20,2021,12:11:29,CH712,S,9.174,8.01,23.503
7/20/2021,7,20,2021,12:11:30,CH712,S,9.179,8.01,23.502
7/20/2021,7,20,2021,12:11:31,CH712,S,9.186,8,23.502
7/20/2021,7,20,2021,12:11:32,CH712,S,9.188,7.99,23.501
7/20/2021,7,20,2021,12:11:33,CH712,S,9.195,7.98,23.5
7/20/2021,7,20,2021,12:11:34,CH712,S,9.206,7.97,23.5
7/20/2021,7,20,2021,12:11:35,CH712,S,9.214,7.95,23.5
7/20/2021,7,20,2021,12:11:36,CH712,S,9.229,7.94,23.5
7/20/2021,7,20,2021,12:11:37,CH712,S,9.241,7.93,23.5
7/20/2021,7,20,2021,12:11:38,CH712,S,9.256,7.93,23.5
7/20/2021,7,20,2021,12:11:39,CH712,S,9.268,7.92,23.5
7/20/2021,7,20,2021,12:11:40,CH712,S,9.281,7.91,23.5
7/20/2021,7,20,2021,12:11:41,CH712,S,9.294,7.91,23.5
7/20/2021,7,20,2021,12:11:42,CH712,S,9.306,7.9,23.5
7/20/2021,7,20,2021,12:11:43,CH712,S,9.326,7.89,23.499
7/20/2021,7,20,2021,12:11:44,CH712,S,9.344,7.88,23.498
7/20/2021,7,20,2021,12:11:45,CH712,S,10.142,7.88,23.497
7/20/2021,7,20,2021,12:11:46,CH712,S,10.009,7.87,23.496
7/20/2021,7,20,2021,12:11:47,CH712,S,10.258,7.85,23.493
7/20/2021,7,20,2021,12:11:48,CH712,S,10.315,7.85,23.492
7/20/2021,7,20,2021,12:11:49,CH712,S,10.33,7.84,23.49
7/20/2021,7,20,2021,12:11:50,CH712,S,10.317,7.83,23.489
7/20/2021,7,20,2021,12:11:51,CH712,S,10.345,7.81,23.487
7/20/2021,7,20,2021,12:11:52,CH712,S,10.363,7.8,23.485
7/20/2021,7,20,2021,12:11:53,CH712,S,10.379,7.78,23.483
7/20/2021,7,20,2021,12:11:54,CH712,S,10.395,7.77,23.482
7/20/2021,7,20,2021,12:11:55,CH712,S,10.409,7.75,23.481
7/20/2021,7,20,2021,12:11:56,CH712,S,10.423,7.74,23.48
7/20/2021,7,20,2021,12:11:57,CH712,S,10.432,7.72,23.479
7/20/2021,7,20,2021,12:11:58,CH712,S,10.437,7.71,23.479
7/20/2021,7,20,2021,12:11:59,CH712,S,10.442,7.7,23.478
7/20/2021,7,20,2021,12:12:00,CH712,S,10.442,7.69,23.478
7/20/2021,7,20,2021,12:12:01,CH712,S,10.445,7.67,23.477
7/20/2021,7,20,2021,12:12:02,CH712,S,10.445,7.66,23.477
7/20/2021,7,20,2021,12:12:03,CH712,S,10.443,7.65,23.477
7/20/2021,7,20,2021,12:12:04,CH712,S,10.445,7.65,23.477
7/20/2021,7,20,2021,12:12:05,CH712,S,10.446,7.64,23.477
7/20/2021,7,20,2021,12:12:06,CH712,S,10.446,7.63,23.477
7/20/2021,7,20,2021,12:12:07,CH712,S,10.449,7.61,23.476
7/20/2021,7,20,2021,12:12:08,CH712,S,10.449,7.61,23.476
7/20/2021,7,20,2021,12:12:09,CH712,S,10.451,7.6,23.476
7/20/2021,7,20,2021,12:12:10,CH712,S,10.454,7.59,23.476
7/20/2021,7,20,2021,12:12:11,CH712,S,10.456,7.58,23.476
7/20/2021,7,20,2021,12:12:12,CH712,S,10.459,7.58,23.476
7/20/2021,7,20,2021,12:12:13,CH712,S,10.464,7.58,23.476
7/20/2021,7,20,2021,12:12:14,CH712,S,10.468,7.57,23.476
7/20/2021,7,20,2021,12:12:15,CH712,S,10.47,7.57,23.476
7/20/2021,7,20,2021,12:50:30,CH712,E,0.25,9.86,24.345
7/20/2021,7,20,2021,12:50:31,CH712,E,0.259,9.87,24.342
7/20/2021,7,20,2021,12:50:32,CH712,E,0.261,9.88,24.34
7/20/2021,7,20,2021,12:50:33,CH712,E,0.268,9.88,24.338
7/20/2021,7,20,2021,12:50:34,CH712,E,0.275,9.89,24.336
7/20/2021,7,20,2021,12:50:35,CH712,E,0.281,9.89,24.333
7/20/2021,7,20,2021,12:50:36,CH712,E,0.29,9.9,24.331
7/20/2021,7,20,2021,12:50:37,CH712,E,0.299,9.9,24.33
7/20/2021,7,20,2021,12:50:38,CH712,E,0.307,9.9,24.328
7/20/2021,7,20,2021,12:50:39,CH712,E,0.32,9.91,24.326
7/20/2021,7,20,2021,12:50:40,CH712,E,0.333,9.91,24.325
7/20/2021,7,20,2021,12:50:41,CH712,E,0.344,9.91,24.325
7/20/2021,7,20,2021,12:50:42,CH712,E,0.357,9.92,24.324
7/20/2021,7,20,2021,12:50:43,CH712,E,0.362,9.92,24.324
7/20/2021,7,20,2021,12:50:44,CH712,E,0.376,9.92,24.324
7/20/2021,7,20,2021,12:50:45,CH712,E,0.388,9.93,24.324
7/20/2021,7,20,2021,12:50:46,CH712,E,0.398,9.93,24.324
7/20/2021,7,20,2021,12:50:47,CH712,E,0.413,9.94,24.325
7/20/2021,7,20,2021,12:50:48,CH712,E,0.429,9.94,24.325
7/20/2021,7,20,2021,12:50:49,CH712,E,0.451,9.94,24.326
7/20/2021,7,20,2021,12:50:50,CH712,E,1.221,9.94,24.326
7/20/2021,7,20,2021,12:50:51,CH712,E,1.153,9.95,24.327
7/20/2021,7,20,2021,12:50:52,CH712,E,1.151,9.95,24.328
7/20/2021,7,20,2021,12:50:53,CH712,E,1.406,9.95,24.328
7/20/2021,7,20,2021,12:50:54,CH712,E,1.319,9.95,24.329
7/20/2021,7,20,2021,12:50:55,CH712,E,1.279,9.95,24.33
7/20/2021,7,20,2021,12:50:56,CH712,E,1.338,9.96,24.33
7/20/2021,7,20,2021,12:50:57,CH712,E,1.344,9.96,24.33
7/20/2021,7,20,2021,12:50:58,CH712,E,1.367,9.96,24.33
7/20/2021,7,20,2021,12:50:59,CH712,E,1.397,9.96,24.328
7/20/2021,7,20,2021,12:51:00,CH712,E,1.398,9.97,24.325
7/20/2021,7,20,2021,12:51:01,CH712,E,1.42,9.97,24.322
7/20/2021,7,20,2021,12:51:02,CH712,E,1.429,9.97,24.319
7/20/2021,7,20,2021,12:51:03,CH712,E,1.442,9.98,24.315
7/20/2021,7,20,2021,12:51:04,CH712,E,1.453,9.98,24.311
7/20/2021,7,20,2021,12:51:05,CH712,E,1.464,9.99,24.308
7/20/2021,7,20,2021,12:51:06,CH712,E,1.484,9.99,24.305
7/20/2021,7,20,2021,12:51:07,CH712,E,1.496,10,24.303
7/20/2021,7,20,2021,12:51:08,CH712,E,1.513,10,24.3
7/20/2021,7,20,2021,12:51:09,CH712,E,1.532,10,24.296
7/20/2021,7,20,2021,12:51:10,CH712,E,1.549,10.01,24.293
7/20/2021,7,20,2021,12:51:11,CH712,E,1.567,10.01,24.29
7/20/2021,7,20,2021,12:51:12,CH712,E,1.576,10.01,24.289
7/20/2021,7,20,2021,12:51:13,CH712,E,1.593,10.02,24.288
7/20/2021,7,20,2021,12:51:14,CH712,E,1.605,10.02,24.287
7/20/2021,7,20,2021,12:51:15,CH712,E,1.623,10.02,24.287
7/20/2021,7,20,2021,12:51:16,CH712,E,1.636,10.02,24.288
7/20/2021,7,20,2021,12:51:17,CH712,E,1.649,10.01,24.288
7/20/2021,7,20,2021,12:51:18,CH712,E,1.662,10.01,24.287
7/20/2021,7,20,2021,12:51:19,CH712,E,1.675,10.01,24.284
7/20/2021,7,20,2021,12:51:20,CH712,E,1.686,10.01,24.281
7/20/2021,7,20,2021,12:51:21,CH712,E,1.698,10,24.279
7/20/2021,7,20,2021,12:51:22,CH712,E,1.705,10,24.277
7/20/2021,7,20,2021,12:51:23,CH712,E,1.719,10,24.275
7/20/2021,7,20,2021,12:51:24,CH712,E,1.728,10,24.274
7/20/2021,7,20,2021,12:51:25,CH712,E,1.733,10,24.274
7/20/2021,7,20,2021,12:51:26,CH712,E,1.744,10,24.272
7/20/2021,7,20,2021,12:51:27,CH712,E,1.751,10,24.271
7/20/2021,7,20,2021,12:51:28,CH712,E,1.757,10,24.27
7/20/2021,7,20,2021,12:51:29,CH712,E,1.769,10,24.268
7/20/2021,7,20,2021,12:51:30,CH712,E,1.775,10,24.266
7/20/2021,7,20,2021,12:51:31,CH712,E,1.782,10,24.265
7/20/2021,7,20,2021,12:51:32,CH712,E,1.812,10,24.262
7/20/2021,7,20,2021,12:51:33,CH712,E,1.831,10,24.26
7/20/2021,7,20,2021,12:51:34,CH712,E,1.855,10,24.258
7/20/2021,7,20,2021,12:51:35,CH712,E,2.244,10,24.253
7/20/2021,7,20,2021,12:51:36,CH712,E,2.516,10,24.249
7/20/2021,7,20,2021,12:51:37,CH712,E,2.527,10,24.245
7/20/2021,7,20,2021,12:51:38,CH712,E,2.443,10,24.24
7/20/2021,7,20,2021,12:51:39,CH712,E,2.4,10,24.236
7/20/2021,7,20,2021,12:51:40,CH712,E,2.474,10,24.231
7/20/2021,7,20,2021,12:51:41,CH712,E,2.541,10.01,24.223
7/20/2021,7,20,2021,12:51:42,CH712,E,2.583,10.01,24.217
7/20/2021,7,20,2021,12:51:43,CH712,E,2.634,10.01,24.21
7/20/2021,7,20,2021,12:51:44,CH712,E,2.643,10.01,24.204
7/20/2021,7,20,2021,12:51:45,CH712,E,2.692,10.01,24.196
7/20/2021,7,20,2021,12:51:46,CH712,E,2.717,10.01,24.188
7/20/2021,7,20,2021,12:51:47,CH712,E,2.746,10.01,24.18
7/20/2021,7,20,2021,12:51:48,CH712,E,2.781,10.01,24.172
7/20/2021,7,20,2021,12:51:49,CH712,E,2.808,10.01,24.161
7/20/2021,7,20,2021,12:51:50,CH712,E,2.851,10.01,24.148
7/20/2021,7,20,2021,12:51:51,CH712,E,2.89,10.01,24.134
7/20/2021,7,20,2021,12:51:52,CH712,E,2.931,10.01,24.12
7/20/2021,7,20,2021,12:51:53,CH712,E,3.861,10.01,24.105
7/20/2021,7,20,2021,12:51:54,CH712,E,3.927,10.01,24.092
7/20/2021,7,20,2021,12:51:55,CH712,E,4.062,10.01,24.077
7/20/2021,7,20,2021,12:51:56,CH712,E,4.149,10.01,24.063
7/20/2021,7,20,2021,12:51:57,CH712,E,4.32,10.01,24.047
7/20/2021,7,20,2021,12:51:58,CH712,E,4.43,10.01,24.033
7/20/2021,7,20,2021,12:51:59,CH712,E,4.543,10.01,24.019
7/20/2021,7,20,2021,12:52:00,CH712,E,4.615,10.01,24.005
7/20/2021,7,20,2021,12:52:01,CH712,E,4.685,10.01,23.988
7/20/2021,7,20,2021,12:52:02,CH712,E,4.761,10,23.974
7/20/2021,7,20,2021,12:52:03,CH712,E,4.81,10,23.956
7/20/2021,7,20,2021,12:52:04,CH712,E,4.865,9.99,23.95
7/20/2021,7,20,2021,12:52:05,CH712,E,5.543,9.98,23.93
7/20/2021,7,20,2021,12:52:06,CH712,E,5.827,9.95,23.898
7/20/2021,7,20,2021,12:52:07,CH712,E,5.846,9.6,23.884
7/20/2021,7,20,2021,12:52:08,CH712,E,5.87,9.53,23.846
7/20/2021,7,20,2021,12:52:09,CH712,E,5.949,9.46,23.832
7/20/2021,7,20,2021,12:52:10,CH712,E,6.038,9.38,23.795
7/20/2021,7,20,2021,12:52:11,CH712,E,6.114,9.33,23.766
7/20/2021,7,20,2021,12:52:12,CH712,E,6.146,9.29,23.752
7/20/2021,7,20,2021,12:52:13,CH712,E,6.195,9.25,23.717
7/20/2021,7,20,2021,12:52:14,CH712,E,6.242,9.24,23.706
7/20/2021,7,20,2021,12:52:15,CH712,E,6.281,9.22,23.685
7/20/2021,7,20,2021,12:52:16,CH712,E,6.337,9.19,23.652
7/20/2021,7,20,2021,12:52:17,CH712,E,6.376,9.18,23.633
7/20/2021,7,20,2021,12:52:18,CH712,E,6.401,9.16,23.626
7/20/2021,7,20,2021,12:52:19,CH712,E,6.428,9.15,23.614
7/20/2021,7,20,2021,12:52:20,CH712,E,6.458,9.13,23.606
7/20/2021,7,20,2021,12:52:21,CH712,E,6.499,9.1,23.598
7/20/2021,7,20,2021,12:52:22,CH712,E,6.541,8.81,23.59
7/20/2021,7,20,2021,12:52:23,CH712,E,6.577,8.76,23.584
7/20/2021,7,20,2021,12:52:24,CH712,E,7.469,8.77,23.579
7/20/2021,7,20,2021,12:52:25,CH712,E,7.389,8.76,23.575
7/20/2021,7,20,2021,12:52:26,CH712,E,7.518,8.75,23.57
7/20/2021,7,20,2021,12:52:27,CH712,E,7.704,8.77,23.566
7/20/2021,7,20,2021,12:52:28,CH712,E,7.686,8.77,23.565
7/20/2021,7,20,2021,12:52:29,CH712,E,7.607,8.77,23.561
7/20/2021,7,20,2021,12:52:30,CH712,E,7.542,8.76,23.56
7/20/2021,7,20,2021,12:52:31,CH712,E,7.518,8.75,23.558
7/20/2021,7,20,2021,12:52:32,CH712,E,7.508,8.74,23.558
7/20/2021,7,20,2021,12:52:33,CH712,E,7.493,8.74,23.557
7/20/2021,7,20,2021,12:52:34,CH712,E,7.493,8.73,23.558
7/20/2021,7,20,2021,12:52:35,CH712,E,7.476,8.73,23.559
7/20/2021,7,20,2021,12:52:36,CH712,E,7.481,8.71,23.558
7/20/2021,7,20,2021,12:52:37,CH712,E,7.509,8.7,23.557
7/20/2021,7,20,2021,12:52:38,CH712,E,7.532,8.69,23.555
7/20/2021,7,20,2021,12:52:39,CH712,E,7.571,8.68,23.553
7/20/2021,7,20,2021,12:52:40,CH712,E,7.611,8.66,23.55
7/20/2021,7,20,2021,12:52:41,CH712,E,7.647,8.62,23.545
7/20/2021,7,20,2021,12:52:42,CH712,E,8.369,8.6,23.541
7/20/2021,7,20,2021,12:52:43,CH712,E,8.275,8.32,23.538
7/20/2021,7,20,2021,12:52:44,CH712,E,8.57,8.3,23.535
7/20/2021,7,20,2021,12:52:45,CH712,E,8.539,8.26,23.53
7/20/2021,7,20,2021,12:52:46,CH712,E,8.573,8.24,23.526
7/20/2021,7,20,2021,12:52:47,CH712,E,8.646,8.19,23.515
7/20/2021,7,20,2021,12:52:48,CH712,E,8.764,8.15,23.507
7/20/2021,7,20,2021,12:52:49,CH712,E,8.843,8.13,23.503
